,t,Ba,Zr,S,x,y,nBa,nZr,nS,Baat,Zrat,Sat,BZ,Ba/BZ,Baerr,Zrerr,Serr,BZerr
111,262.2,43.93,27.8,28.27,31,6,0.3198933931419167,0.30474436551784617,0.8816466552315609,21.23725042839065,20.231528833958514,58.531220737650834,1.0497106077690004,0.5121262503059171,0.6371175128517195,0.6069458650187554,1.755936622129525,0.010600363086644018
112,259.6,43.87,27.76,28.38,30,6,0.31945647978911645,0.3043058844163817,0.8850771869639794,21.17232939324203,20.168207029072043,58.65946357768592,1.0497873887709783,0.5121445250965345,0.6351698817972609,0.6050462108721613,1.7597839073305774,0.010600344268693869
113,269.6,43.65,28.61,27.73,29,6,0.3178544641621822,0.3136236078225028,0.8648058630905973,21.242924334824863,20.96016674848036,57.79690891669477,1.0134902355376063,0.5033499629895162,0.6372877300447459,0.6288050024544108,1.733907267500843,0.010606125597967529
114,265.3,43.46,28.06,28.49,28,6,0.3164709052116481,0.3075944926773656,0.888507718696398,20.92268477745206,20.335842896094235,58.7414723264537,1.028857514505609,0.5071117646999082,0.6276805433235617,0.610075286882827,1.762244169793611,0.010604455909053654
115,267.2,43.18,28.55,28.27,27,6,0.3144319762319136,0.3129658861703061,0.8816466552315609,20.83649438818086,20.739340855301233,58.42416475651792,1.004684504370581,0.5011683894299497,0.6250948316454258,0.622180225659037,1.7527249426955376,0.010606543800073635
116,266.3,42.56,28.91,28.53,26,6,0.30991720491964436,0.3169122160834868,0.8897551847809139,20.43520709215053,20.89644157502504,58.66835133282442,0.9779276064195654,0.49442032319363044,0.6130562127645159,0.6268932472507512,1.7600505399847326,0.010605280865244178
117,259.6,42.79,28.57,28.64,25,6,0.311592039438712,0.3131851267210383,0.8931857165133323,20.526986726448058,20.631935753892062,58.841077519659876,0.9949132728651403,0.4987250756200659,0.6158096017934417,0.6189580726167618,1.7652323255897961,0.010606532756551431
118,261.6,41.97,29.31,28.72,24,6,0.3056208902837752,0.32129702709813207,0.895680648682364,20.072322219097273,21.101886883332952,58.825790897569775,0.9512098292475983,0.4874974567006934,0.6021696665729181,0.6330566064999885,1.7647737269270931,0.010599969893873878
119,260.0,41.83,29.22,28.94,23,6,0.304601425793908,0.3203104446198369,0.9025417121472011,19.941779525843906,20.97022444916465,59.08799602499144,0.9509568948194204,0.4874310126198049,0.5982533857753172,0.6291067334749395,1.7726398807497432,0.010599899217639817
120,257.1,41.59,29.58,28.83,22,6,0.302853772382707,0.3242567745330176,0.8991111804147824,19.84336659342573,21.245718674190975,58.91091473238329,0.9339936623340116,0.4829352238966673,0.5953009978027719,0.6373715602257293,1.7673274419714986,0.0105942468688049
121,264.8,41.5,29.94,28.56,21,6,0.3021984023535066,0.3282031044461984,0.8906907843443007,19.867197021044973,21.576804139830237,58.55599883912479,0.9207664347460348,0.47937449243680647,0.5960159106313492,0.6473041241949071,1.7566799651737437,0.010588553033770936
122,257.8,41.08,30.14,28.78,20,6,0.29914000888390485,0.330395509953521,0.8975518478091378,19.58892565137298,21.63566519963159,58.77540914899543,0.9053997402264543,0.47517574454946065,0.5876677695411894,0.6490699559889477,1.7632622744698627,0.010580456713603534
123,257.6,41.96,29.24,28.8,19,6,0.30554807139164186,0.3205296851705691,0.8981755808513957,20.045753805604512,21.028635942792313,58.92561025160317,0.95325982437179,0.48803534096052925,0.6013726141681354,0.6308590782837694,1.767768307548095,0.010600528247578175
124,259.1,41.31,30.44,28.25,18,6,0.3008148434029725,0.33368411821450494,0.881022922189303,19.84892772695353,22.01776970559718,58.1333025674493,0.9014958368788687,0.47409824381135196,0.5954678318086059,0.6605330911679154,1.743999077023479,0.010578137800119597
125,244.9,40.72,30.36,28.92,17,6,0.29651852876710333,0.3328071560115759,0.9019179791049432,19.364555476106077,21.734434816696158,58.90100970719777,0.8909619982954622,0.47116864278530557,0.5809366642831822,0.6520330445008847,1.767030291215933,0.010571334887626687
126,245.2,40.83,30.45,28.72,16,6,0.2973195365805705,0.33379373848987104,0.895680648682364,19.473455582647954,21.862396312753056,58.66414810459899,0.8907283220041367,0.47110328418838165,0.5842036674794386,0.6558718893825917,1.7599244431379697,0.010571174811696582
127,240.9,41.03,30.01,28.96,15,6,0.298775914423238,0.32897044637376127,0.903165445189459,19.516206828826352,21.48853023977994,58.99526293139371,0.9082150622241074,0.47595005416503916,0.5854862048647905,0.6446559071933982,1.7698578879418112,0.01058206228853292
128,244.4,40.74,30.42,28.84,14,6,0.2966641665513701,0.3334648776637727,0.8994230469359115,19.395492854912675,21.80147244366329,58.80303470142404,0.8896414178002034,0.4707990677066476,0.5818647856473802,0.6540441733098986,1.764091041042721,0.01057042495626143
129,239.7,40.08,31.35,28.58,13,6,0.29185811967056735,0.34365956327282293,0.8913145173865585,19.115271449442623,22.508011240433497,58.37671731012388,0.8492652347313503,0.45924468744729646,0.5734581434832787,0.6752403372130049,1.7513015193037162,0.010536131646850171
130,234.9,40.27,31.45,28.28,12,6,0.2932416786211015,0.3447557660264842,0.88195852175269,19.292774600279255,22.68195748084546,58.02526791887528,0.8505780251361325,0.4596282964473017,0.5787832380083776,0.6804587244253637,1.7407580375662584,0.01053745200132914
131,233.1,39.63,32.08,28.29,11,6,0.2885812695245655,0.35166184337455053,0.8822703882738189,18.954266697946803,23.097453198518927,57.94828010353428,0.8206215003462894,0.4507370149095812,0.568628000938404,0.6929235959555677,1.7384484031060283,0.010503639544421238
132,228.2,39.98,31.78,28.24,10,6,0.29112993074923355,0.3483732351135666,0.880711055668174,19.150585925715326,22.91606210358482,57.933351970699846,0.8356839774281964,0.455243924174244,0.5745175777714597,0.6874818631075446,1.7380005591209953,0.010521617113918745
133,225.4,39.2,32.73,28.07,9,6,0.28545005716283034,0.3587871612733491,0.8754093248089818,18.783976999892356,23.60990869015959,57.60611430994806,0.7955971895698758,0.4430822203282999,0.5635193099967707,0.7082972607047876,1.7281834292984417,0.010469155702757032
134,224.0,39.7,32.02,28.28,8,6,0.2890910017694991,0.3510041217223538,0.88195852175269,18.99348309257864,23.061218822281344,57.94529808514002,0.8236114161592999,0.45163756316787285,0.5698044927773591,0.6918365646684402,1.7383589425542005,0.010507369521534303
135,218.1,39.09,33.02,27.89,7,6,0.28464904934936325,0.361966149258967,0.8697957274286606,18.771234397081866,23.869924902541708,57.35884070037643,0.7863968769789919,0.4402139788269681,0.5631370319124559,0.7160977470762512,1.720765221011293,0.010454954112819612
136,189.4,39.86,31.92,28.22,6,6,0.29025610404363306,0.34990791896869244,0.8800873226259162,19.092639179462516,23.01645185005851,57.890908970478975,0.8295213920825933,0.453408960219004,0.5727791753838755,0.6904935555017553,1.7367272691143691,0.01051450565625719
137,167.5,39.25,32.92,27.83,5,6,0.2858141516234972,0.3608699465053056,0.8679245283018868,18.870495429373314,23.825953464673432,57.303551105953254,0.7920142821294627,0.4419687331890607,0.5661148628811994,0.714778603940203,1.7191065331785975,0.010463725365147567
138,144.5,38.55,33.97,27.47,4,6,0.2807168291741609,0.3723800754187494,0.8566973335412443,18.593052091725994,24.664293054856735,56.742654853417285,0.7538449227136785,0.4298241611620222,0.5577915627517798,0.739928791645702,1.7022796456025184,0.010397666582922963
139,122.1,38.26,34.44,27.31,3,6,0.27860508130229306,0.3775322283609576,0.8517074692031811,18.477039892112963,25.037870850657384,56.48508925722966,0.7379637031568056,0.4246139903936899,0.5543111967633888,0.7511361255197215,1.6945526777168898,0.010365490307376168
140,100.3,38.96,34.37,26.66,2,6,0.2837024037516293,0.3767648864333947,0.8314361453297989,19.016137170682892,25.25397270791735,55.72989012139976,0.7529958708128786,0.4295480002834851,0.5704841151204868,0.7576191812375205,1.6718967036419927,0.01039601891491262
144,53.3,45.82,27.05,27.13,45,8,0.33365616375512464,0.29652284486538627,0.8460938718228599,22.6012526664391,20.08591018594958,57.31283714761132,1.1252292008280034,0.5294625165086225,0.6780375799931729,0.6025773055784873,1.7193851144283394,0.01056977390471045
145,79.1,45.7,26.23,28.08,44,8,0.33278233704952415,0.2875339822853635,0.8757211913301107,22.244250874538583,19.21970406728323,58.53604505817819,1.1573669811286995,0.536472000940324,0.6673275262361574,0.5765911220184969,1.7560813517453455,0.01055016582064734
146,106.2,46.78,25.2,28.02,43,8,0.34064677739992866,0.2762430939226519,0.873849992203337,22.85085317261366,18.53060353999511,58.61854328739125,1.2331413341877417,0.5522003087351707,0.6855255951784098,0.5559181061998533,1.7585562986217373,0.010490995179809367
147,135.5,46.63,25.37,28.0,42,8,0.33955449401792803,0.2781066386038762,0.8732262591610791,22.775328028756785,18.653765545049065,58.57090642619415,1.2209506961880752,0.5497423685648005,0.6832598408627035,0.559612966351472,1.7571271927858245,0.010501625922221008
148,160.4,47.1,24.83,28.07,41,8,0.34297698194819665,0.272187143734105,0.8754093248089818,23.00973372598,18.26056566648184,58.72970060753816,1.2600778172066975,0.5575373589410598,0.6902920117793999,0.5478169699944552,1.761891018226145,0.010466147075218327
149,190.4,45.85,26.42,27.73,40,8,0.33387462043152477,0.28961676751732,0.8648058630905973,22.433329108035597,19.45960508326201,58.107065808702394,1.1528152299108787,0.5354919520699426,0.6729998732410679,0.5837881524978602,1.7432119742610717,0.010553158078368478
150,212.2,45.98,25.9,28.13,39,8,0.3348212660292586,0.28391651319828115,0.8772805239357555,22.380826846923398,18.97814435812359,58.64102879495302,1.1792947942954861,0.5411359662687232,0.6714248054077019,0.5693443307437077,1.7592308638485907,0.010534809121578644
151,233.4,45.71,26.06,28.23,38,8,0.3328551559416575,0.28567043760413924,0.8803991891470452,22.206261433857808,19.05835709053578,58.73538147560642,1.1651718628404362,0.5381428988791106,0.6661878430157342,0.5717507127160734,1.7620614442681923,0.0105448763557902
152,253.1,45.48,26.54,27.98,37,8,0.33118032142258985,0.29093221082171355,0.8726025261188212,22.156752858653093,19.464058329640164,58.37918881170675,1.1383418855107135,0.5323479342681613,0.6647025857595927,0.5839217498892049,1.7513756643512024,0.0105622071986425
153,268.8,45.76,26.27,27.96,36,8,0.33321925040232436,0.287972463386828,0.8719787930765633,22.316222351711072,19.285973173372227,58.397804474916704,1.1571219222954563,0.5364193420574619,0.6694866705513322,0.5785791952011667,1.751934134247501,0.01055032866917862
154,266.9,45.47,26.54,27.99,35,8,0.3311075025304565,0.29093221082171355,0.8729143926399501,22.148338949222683,19.460945968547815,58.390715082229505,1.1380915904611293,0.5322931887196064,0.6644501684766805,0.5838283790564345,1.7517214524668852,0.01056235733779396
155,264.3,44.81,27.08,28.11,34,8,0.3263014556496538,0.29685170569148467,0.8766567908934976,21.756186853106435,19.792621408411886,58.451191738481675,1.0992069420304291,0.5236296241318812,0.652685605593193,0.5937786422523565,1.7535357521544501,0.01058291254588798
156,263.7,44.14,27.76,28.1,33,8,0.3214225898767176,0.3043058844163817,0.8763449243723688,21.398594114128425,20.25905556191497,58.342350323956616,1.0562483551481874,0.5136774225271378,0.6419578234238528,0.6077716668574491,1.7502705097186984,0.010598664929806791
157,260.5,43.54,28.06,28.4,32,8,0.3170534563487151,0.3075944926773656,0.8857009200062373,20.992067650691297,20.365790909913528,58.64214143939517,1.0307514077674693,0.5075714357872282,0.6297620295207389,0.6109737272974058,1.759264243181855,0.0106041695544501
158,262.5,44.23,27.49,28.28,31,8,0.322077959905918,0.3013461369814961,0.88195852175269,21.3950895883778,20.017909948616175,58.58700046300602,1.0687973741163137,0.5166273833718733,0.641852687651334,0.6005372984584852,1.7576100138901805,0.01059487209427524
159,257.0,42.84,28.56,28.6,30,8,0.3119561338993789,0.31307550644567217,0.8919382504288166,20.564424897071454,20.63821492765158,58.79736017527697,0.9964245923962514,0.4991045472948574,0.6169327469121436,0.6191464478295473,1.763920805258309,0.010606567698797044
160,256.7,43.21,28.26,28.53,29,8,0.31465043290831374,0.30978689818468824,0.8897551847809139,20.78008110657668,20.458884516801007,58.7610343766223,1.0156996139995758,0.5038943337317073,0.6234024331973004,0.6137665355040302,1.7628310312986688,0.010605958285902887
161,260.9,43.31,28.43,28.26,28,8,0.3153786218296475,0.3116504428659125,0.881334788710432,20.908656828224856,20.66148974348489,58.42985342829026,1.0119626942591546,0.5029728916677453,0.6272597048467456,0.6198446923045466,1.7528956028487077,0.010606226749613637
162,259.0,42.93,28.53,28.54,27,8,0.3126115039285792,0.31274664561957377,0.8900670513020428,20.628633056464643,20.637550797235928,58.733816146299425,0.9995678876404036,0.49989194856492064,0.6188589916939393,0.6191265239170778,1.7620144843889827,0.010606601222465137
163,273.4,45.44,27.08,27.47,26,8,0.3308890458540564,0.29685170569148467,0.8566973335412443,22.290525228252374,19.997580813492107,57.71189395825551,1.1146610900661167,0.5271109849717175,0.6687157568475712,0.5999274244047632,1.7313568187476651,0.010575418075142288
164,253.8,42.09,29.04,28.87,25,8,0.30649471698937575,0.3183372796632465,0.9003586464992984,20.095502051860315,20.871966471376894,59.0325314767628,0.9627986936170391,0.49052340250074083,0.6028650615558094,0.6261589941413068,1.7709759443028839,0.010602791576138467
165,252.3,42.38,28.72,28.9,24,8,0.3086064648612436,0.31482943085153026,0.9012942460626852,20.240071105427837,20.64820667117722,59.111722223394935,0.9802338492514656,0.49500913724002693,0.6072021331628351,0.6194462001353166,1.773351666701848,0.010605544930686918
166,261.1,42.83,28.76,28.4,23,8,0.3118833150072455,0.3152679119529948,0.8857009200062373,20.61558465132391,20.83930756783866,58.54510778083743,0.9892643785890458,0.49730161020161406,0.6184675395397173,0.6251792270351597,1.7563532334251228,0.01060629279808349
167,252.9,41.29,29.79,28.92,22,8,0.3006692056187057,0.3265588003157064,0.9019179791049432,19.662557307173483,21.355632719874148,58.98180997295237,0.9207199601665259,0.47936189515451266,0.5898767192152045,0.6406689815962244,1.7694542991885711,0.01058853098012694
168,248.4,41.49,29.49,29.02,21,8,0.30212558346137325,0.3232701920547224,0.9050366443162327,19.741190760613502,21.122800841486313,59.136008397900184,0.9345915302027914,0.48309501805005,0.5922357228184051,0.6336840252445893,1.7740802519370054,0.010594477166499952
169,249.3,41.59,29.55,28.85,20,8,0.302853772382707,0.3239279137069192,0.8997349134570405,19.839533515236337,21.220071488453964,58.9403949963097,0.9349418792500869,0.4831886111289484,0.5951860054570901,0.6366021446536189,1.768211849889291,0.010594611048073643
170,256.7,44.33,27.31,28.36,19,8,0.3228061488272517,0.2993729720249057,0.8844534539217216,21.42567167550454,19.870337137097724,58.70399118739774,1.0782741896967123,0.518831535820626,0.6427701502651362,0.5961101141129317,1.7611197356219321,0.010591556179381718
171,248.5,41.16,30.02,28.82,18,8,0.2997225600209718,0.3290800666491274,0.8987993138936536,19.620462115304782,21.542265554315957,58.837272330379264,0.9107891677332821,0.47665602417755326,0.5886138634591435,0.6462679666294787,1.7651181699113778,0.010583481820420711
172,240.8,40.85,30.03,29.12,17,8,0.2974651743648372,0.3291896869244936,0.9081553095275223,19.38123554436188,21.448234653624493,59.170529802013625,0.9036284737348621,0.47468741206731907,0.5814370663308563,0.6434470396087347,1.7751158940604086,0.010579417968827179
173,235.5,41.22,29.71,29.07,16,8,0.3001594733737721,0.32568183811277734,0.9065959769218775,19.587064060906172,21.252539374777747,59.16039656431609,0.9216340558414332,0.47960955575273345,0.5876119218271851,0.6375761812433324,1.7748118969294826,0.01058896208142378
174,244.3,41.58,29.94,28.48,15,8,0.3027809534905736,0.3282031044461984,0.8881958521752691,19.93055275910298,21.603965551518716,58.465481689378294,0.9225414061865093,0.4798551558982714,0.5979165827730893,0.6481189665455614,1.7539644506813488,0.010589384456359907
175,234.6,40.67,30.97,28.36,14,8,0.29615443430643645,0.3394939928089099,0.8844534539217216,19.48253850619468,22.333634149396282,58.183827344409025,0.8723407205415034,0.46590917506147705,0.5844761551858404,0.6700090244818885,1.7455148203322708,0.010557294411918378
176,232.6,39.88,31.43,28.69,13,8,0.29040174182789985,0.344536525475752,0.8947450491189772,18.984435452106748,22.523389107851237,58.49217544004202,0.8428765032296638,0.4573700417540255,0.5695330635632024,0.6757016732355371,1.7547652632012605,0.010529499642620658
177,228.4,40.14,31.23,28.63,12,8,0.29229503302336757,0.34234411996842934,0.8928738499922033,19.135354818739252,22.411862897380207,58.45278228388053,0.8538047419956349,0.4605688628655182,0.5740606445621775,0.6723558869214061,1.7535834685164158,0.010540636521999524
178,226.0,39.63,32.08,28.3,11,8,0.2885812695245655,0.35166184337455053,0.8825822547949479,18.95038496512238,23.092722963175614,57.956892071702015,0.8206215003462893,0.45073701490958107,0.5685115489536714,0.6927816888952684,1.7387067621510603,0.010503639544421232
179,220.4,39.91,31.85,28.24,10,8,0.29062019850429993,0.34914057704112955,0.880711055668174,19.113816680992638,22.962646849067507,57.92353646993986,0.8323873465731949,0.4542638586376776,0.5734145004297792,0.6888794054720252,1.7377060940981959,0.010517854387874255
180,221.6,39.49,32.36,28.16,9,8,0.28756180503469825,0.3547312110848022,0.8782161234991425,18.91220496752958,23.32976513207753,57.75802990039289,0.8106470365415734,0.44771124365019804,0.5673661490258873,0.6998929539623259,1.7327408970117866,0.010490603083079095
181,219.9,39.47,32.59,27.93,8,8,0.28741616725043145,0.3572524774182233,0.8710431935131764,18.962454472559962,23.56994703206678,57.46759849537326,0.8045183320421404,0.44583549956607077,0.5688736341767988,0.7070984109620033,1.7240279548611976,0.010482131417753822
182,211.1,39.22,32.99,27.79,7,8,0.2855956949470971,0.3616372884328686,0.866677062217371,18.864773093860464,23.88763384486157,57.24759306127797,0.7897296658337065,0.4412563980526233,0.5659431928158138,0.716629015345847,1.717427791838339,0.010460196216045227
183,187.2,38.8,33.28,27.92,6,8,0.2825373014774953,0.36481627641848635,0.8707313269920475,18.61142947721588,24.031348658024797,57.35722186475933,0.7744646271028554,0.43644974110716056,0.5583428843164764,0.7209404597407438,1.7207166559427798,0.01043525692888656
184,164.5,39.14,33.28,27.58,5,8,0.28501314381003007,0.36481627641848635,0.8601278652736629,18.875576583958853,24.1607017576763,56.963721658364854,0.7812511728042724,0.43859686086512284,0.5662672975187656,0.724821052730289,1.7089116497509456,0.010446639505756193
185,141.7,38.59,33.84,27.57,4,8,0.2810081047426945,0.37095501183898977,0.859815998752534,18.58790757805715,24.537646278899707,56.87444614304313,0.7575261036361572,0.43101840824378457,0.5576372273417144,0.7361293883669912,1.7062333842912938,0.010404717357706105
186,116.8,39.22,33.01,27.77,3,8,0.2855956949470971,0.36185652898360077,0.8660533291751131,18.869814805835123,23.9085035559366,57.221681638228276,0.789251186787458,0.4411069796211971,0.5660944441750536,0.717255106678098,1.7166504491468482,0.010459450483715093
187,98.4,37.97,35.18,26.85,2,8,0.2764933334304252,0.3856441287380514,0.8373616092312491,18.439046659250618,25.71819723623217,55.8427561045172,0.7169649758060577,0.417576937158818,0.5531713997775185,0.7715459170869651,1.6752826831355159,0.010318375322483985
191,49.9,45.33,27.63,27.04,45,10,0.3300880380405892,0.30288082083662193,0.8432870731326992,22.35981111968689,20.51682328715538,57.12336559315775,1.089828128201763,0.5214917502041322,0.6707943335906066,0.6155046986146614,1.7137009677947324,0.010587005158729929
192,77.5,45.31,27.22,27.47,44,10,0.32994240025632254,0.2983863895466105,0.8566973335412443,22.21795260498952,20.09300609976239,57.68904129524809,1.105755529793636,0.5251110654340773,0.6665385781496855,0.6027901829928717,1.7306712388574426,0.0105798490847867
193,102.0,46.79,25.09,28.13,43,10,0.340719596292062,0.27503727089362445,0.8772805239357555,22.82056687382374,18.421325047126917,58.75810807904934,1.2388124532541676,0.5533346267810526,0.6846170062147122,0.5526397514138075,1.7627432423714802,0.010485916306928548
194,131.0,46.29,25.45,28.26,42,10,0.33707865168539325,0.27898360080680523,0.881334788710432,22.510973536762798,18.63123761635994,58.85778884687727,1.2082382287366724,0.5471503087906882,0.6753292061028839,0.5589371284907981,1.765733665406318,0.010512281382671738
195,156.3,47.01,24.77,28.21,41,10,0.34232161191899624,0.2715294220819083,0.8797754561047872,22.91882302480943,18.17920503423144,58.90197194095913,1.2607164604642112,0.557662352847795,0.687564690744283,0.5453761510269431,1.7670591582287738,0.010465536166268743
196,178.1,46.03,25.88,28.1,40,10,0.33518536048992553,0.28369727264754885,0.8763449243723688,22.41701330385753,18.97351819277724,58.609468503365235,1.1814895411643342,0.5415976189066364,0.6725103991157259,0.5692055457833173,1.758284055100957,0.010533188679849483
197,204.4,45.81,26.08,28.11,39,10,0.3335833448629913,0.2858896781548715,0.8766567908934976,22.296417179930266,19.10861447292897,58.594968347140764,1.166825423764629,0.5384953540638238,0.668892515397908,0.573258434187869,1.7578490504142228,0.010543730352796769
198,227.7,45.26,26.78,27.96,38,10,0.3295783057956556,0.29356309743050074,0.8719787930765633,22.043599344766342,19.634748975798228,58.32165167943542,1.1226830234467098,0.5288981025644383,0.6613079803429902,0.5890424692739468,1.7496495503830625,0.010571171411341946
199,244.4,45.66,26.19,28.15,37,10,0.3324910614809906,0.287095501183899,0.8779042569780134,22.203212007688812,19.171770365334247,58.62501762697695,1.158120068443753,0.5366337514663342,0.6660963602306643,0.5751531109600274,1.7587505288093084,0.010549664132887267
200,254.2,45.01,26.53,28.46,36,10,0.32775783349232124,0.29082259054634746,0.8875721191330112,21.7612641547,19.30897317571357,58.929762669586424,1.1270026612326993,0.5298548430492078,0.652837924641,0.5792691952714071,1.7678928800875926,0.010568786566938087
201,256.2,45.64,26.5,27.86,35,10,0.3323454236967239,0.29049372972024906,0.8688601278652737,22.279653001578428,19.474014190751916,58.24633280766967,1.1440709030682996,0.5335975136974541,0.6683895900473528,0.5842204257225575,1.74738998423009,0.01055871108981881
202,259.1,45.03,27.32,27.66,34,10,0.32790347127658803,0.29948259230027185,0.8626227974426945,22.00681350661342,20.099383308052793,57.893803185333795,1.0948999364471255,0.5226502313537879,0.6602044051984025,0.6029814992415837,1.7368140955600138,0.010584835571834265
203,257.6,44.19,27.76,28.05,33,10,0.3217866843373845,0.3043058844163817,0.8747855917667239,21.439893843601002,20.27518904738086,58.28491710901814,1.0574448304032262,0.5139602359087238,0.6431968153080301,0.6082556714214258,1.7485475132705441,0.010598333312297979
204,255.7,43.88,27.92,28.2,32,10,0.3195292986812499,0.30605980882223977,0.8794635895836582,21.23043925967916,20.33548788122718,58.43407285909367,1.0440093389290235,0.5107654446804246,0.6369131777903747,0.6100646364368154,1.7530221857728099,0.010601684717894485
205,253.7,43.24,28.53,28.23,31,10,0.3148688895847139,0.31274664561957377,0.8803991891470452,20.879695967169923,20.738964982858548,58.38133904997152,1.0067858248677162,0.5016907197528574,0.6263908790150977,0.6221689494857564,1.7514401714991457,0.010606480440502107
206,250.0,44.0,27.28,28.72,30,10,0.3204031253868504,0.2990441111988073,0.895680648682364,21.146936077291723,19.737219155326105,59.11584476738218,1.0714242928991953,0.5172403821718313,0.6344080823187517,0.5921165746597832,1.7734753430214654,0.010593991283900293
207,253.5,43.75,27.92,28.34,29,10,0.31858265308351597,0.30605980882223977,0.8838297208794637,21.119557703430097,20.28939030596744,58.59105199060246,1.0409163304043931,0.5100240097535713,0.6335867311029029,0.6086817091790232,1.7577315597180736,0.01060233867970214
208,252.4,43.18,28.51,28.31,28,10,0.3144319762319136,0.3125274050688415,0.8828941213160767,20.82533011891218,20.6991873401743,58.47548254091352,1.0060940932928828,0.5015188951787599,0.6247599035673654,0.620975620205229,1.7542644762274056,0.010606503838271721
209,254.5,44.28,27.31,28.4,27,10,0.3224420543665849,0.2993729720249057,0.8857009200062373,21.38896474939941,19.858693550822455,58.75234169977814,1.0770579995436598,0.5185497948445806,0.6416689424819823,0.5957608065246737,1.7625702509933443,0.010592003008044703
210,247.4,42.56,28.68,28.75,26,10,0.30991720491964436,0.31439094975006576,0.8966162482457509,20.376897387244487,20.67104381699771,58.952058795757814,0.9857701220916891,0.4964170379667809,0.6113069216173346,0.6201313145099313,1.7685617638727344,0.010606057063839021
211,245.7,42.16,28.89,28.95,25,10,0.3070044492343093,0.31669297553275455,0.90285357866833,20.110985387544716,20.745653097738604,59.14336151471667,0.9694071954638502,0.49223299158076234,0.6033295616263414,0.6223695929321581,1.7743008454415001,0.010604042284567352
212,247.0,41.83,29.53,28.64,24,10,0.304601425793908,0.32370867315618695,0.8931857165133323,20.019866153961814,21.275686062770383,58.70444778326781,0.9409739406238896,0.4847947316188239,0.6005959846188544,0.6382705818831115,1.7611334334980342,0.01059679272461522
213,243.6,41.93,28.92,29.15,23,10,0.3053296147152417,0.31702183635885295,0.9090909090909091,19.937388612023526,20.700866360043467,59.36174502793301,0.9631185606079948,0.490606415696925,0.5981216583607057,0.6210259908013039,1.7808523508379903,0.010602858036006156
214,246.4,41.57,29.73,28.69,22,10,0.3027081345984402,0.3259010786635096,0.8947450491189772,19.871158145796134,21.39364996781132,58.73519188639255,0.9288344053349515,0.48155217615669543,0.596134744373884,0.6418094990343396,1.7620557565917765,0.010592163069480518
215,243.4,42.04,29.2,28.76,21,10,0.3061306225287089,0.3200912040691046,0.8969281147668798,20.09852176827881,21.015081665716583,58.88639656600459,0.9563856133410596,0.48885332565279477,0.6029556530483643,0.6304524499714974,1.7665918969801377,0.010601330306790353
216,243.4,42.79,28.47,28.74,20,10,0.311592039438712,0.312088923967377,0.8963043817246219,20.499673923626986,20.532364010426623,58.96796206594639,0.9984078751583093,0.499601651679449,0.6149902177088096,0.6159709203127987,1.7690388619783917,0.010606594985517232
217,241.0,40.58,30.5,28.92,19,10,0.2954990642772361,0.33434183986670174,0.9019179791049432,19.29148689841306,21.827315220627817,58.881197880959114,0.8838231685123471,0.4691646133698956,0.5787446069523917,0.6548194566188345,1.7664359364287734,0.010566261796278896
218,233.3,40.99,29.83,29.18,18,10,0.2984846388547045,0.3269972814171709,0.910026508654296,19.438814742517827,21.29570084130702,59.26548441617515,0.9128046495099418,0.47720746064884423,0.5831644422755348,0.6388710252392106,1.7779645324852544,0.010584561205789452
219,233.0,40.71,30.32,28.97,17,10,0.29644570987497,0.33236867491011135,0.9034773117105879,19.346558527526934,21.69095320885926,58.96248826361381,0.8919183191831882,0.47143595478702416,0.580396755825808,0.6507285962657777,1.768874647908414,0.010571985813921865
220,235.3,40.75,30.87,28.37,16,10,0.29673698544350346,0.3383977900552486,0.8847653204428505,19.523453300374335,22.26447586646185,58.21207083316382,0.8768880712697817,0.4672031777987356,0.58570359901123,0.6679342759938555,1.7463621249949146,0.010560966536162855
221,228.7,40.19,30.88,28.93,15,10,0.29265912748403444,0.3385074103306147,0.9022298456260721,19.085680039713502,22.07566249576334,58.83865746452316,0.8645575209068511,0.463679726268977,0.572570401191405,0.6622698748729001,1.7651597239356946,0.010550634402012489
222,223.7,40.74,30.31,28.95,14,10,0.2966641665513701,0.3322590546347452,0.90285357866833,19.367323397218193,21.691088066245527,58.94158853653628,0.8928700735559942,0.4717017221782294,0.5810197019165457,0.6507326419873658,1.7682476560960882,0.010572626968199529
223,221.0,40.76,30.27,28.96,13,10,0.2968098043356368,0.3318205735332807,0.903165445189459,19.376590526472892,21.662193390158833,58.961216083368285,0.8944888533437111,0.47215313606357057,0.5812977157941868,0.6498658017047649,1.7688364825010485,0.010573702252608832
224,221.5,40.04,31.49,28.47,12,10,0.2915668441020338,0.3451942471279488,0.8878839856541401,19.123588074537412,22.64095771282148,58.2354542126411,0.8446457220185437,0.4578904837587305,0.5737076422361224,0.6792287313846443,1.747063626379233,0.010531370731251955
225,218.5,40.2,31.49,28.32,11,10,0.29273194637616784,0.3451942471279488,0.8832059878372057,19.24434641294875,22.693244634635185,58.062408952416064,0.8480209296989373,0.4588805873735906,0.5773303923884625,0.6807973390390555,1.741872268572482,0.010534866890482442
226,213.0,39.95,31.49,28.56,10,10,0.29091147407283346,0.3451942471279488,0.8906907843443007,19.05371626253329,22.609054047101758,58.33722969036496,0.8427471676983219,0.45733195658683484,0.5716114878759987,0.6782716214130527,1.7501168907109486,0.010529361816676654
